,MINERAL_DEPOSIT_NO,DEPOSIT_COMMODITY_CODES,MAJOR_COMMODITY_CODE,MINDEP_CLASS_CODE,STATUS_TYPE_VALUE,SIZE_TYPE_VALUE,ORE_LITHOLOGY_CODE,LONGITUDE,LATITUDE
2012,8955,"Au, Pb, Zn",Au,OCCURRENCE,Not worked,Low Significance,GOSS,140.4020062,-31.6835925
2013,10879,Cu,Cu,OCCURRENCE,Abandoned,Low Significance,GOSS,138.6499144,-31.8780835
2014,10371,DIA,DIA,OCCURRENCE,Not worked,Low Significance,ALLV,138.0978355,-31.8781944
2015,3234,Cu,Cu,OCCURRENCE,Not worked,Low Significance,VEIN,138.6688244,-31.8792405
2016,4491,Cu,Cu,OCCURRENCE,Abandoned,Low Significance,VEIN,140.4491422,-31.8802845
2017,392,GRNT,GRNT,OCCURRENCE,Not worked,Low Significance,GRNT,132.4997643,-31.8807883
2018,3227,Cu,Cu,OCCURRENCE,Abandoned,Low Significance,TCTO,138.6381844,-31.8824665
2019,6408,"Cu, Ag",Cu,OCCURRENCE,Abandoned,Low Significance,VEIN,138.6377234,-31.8836085
2020,3230,Cu,Cu,OCCURRENCE,Abandoned,Low Significance,MTHH,138.6443634,-31.9175515
2021,3231,Cu,Cu,OCCURRENCE,Not worked,Low Significance,MTHH,138.6111574,-31.9177424
2022,6312,PHOS,PHOS,OCCURRENCE,Abandoned,Low Significance,GUAN,138.7831674,-31.9187875
2023,8869,"Cu, Co",Cu,OCCURRENCE,Not worked,Low Significance,GOSS,140.2105292,-31.9189735
2024,6373,PHOS,PHOS,OCCURRENCE,Not worked,Low Significance,RESI,138.4332804,-31.9190514
2025,9120,Cu,Cu,OCCURRENCE,Not worked,Low Significance,MTHH,140.2203202,-31.9205865
2026,3225,Cu,Cu,OCCURRENCE,Abandoned,Low Significance,VEIN,138.6234504,-31.9207695
2027,8096,CALI,CALI,OCCURRENCE,Abandoned,Low Significance,CALC,133.0172572,-31.9208323
2028,1034,U,U,OCCURRENCE,Not worked,Low Significance,FBRC,139.8432852,-31.9210525
2029,4511,CHI,CHI,OCCURRENCE,Not worked,Low Significance,SCHT,140.3007582,-31.9211445
2030,902,"FELD, BRL",FELD,DEPOSIT,Abandoned,Low Significance,PEGM,140.1695472,-32.0734475
2031,6098,"Cu, Co, Zn",Cu,OCCURRENCE,Abandoned,Low Significance,VEIN,138.2798915,-32.0737644
2032,391,LSND,LSND,OCCURRENCE,Not worked,Low Significance,CBRK,132.9888222,-32.0748183
2033,11271,"Co, S",Co,DEPOSIT,Not worked,Locally Significant,MTHH,141.237743,-32.0753926
2034,9680,Fe,Fe,PROSPECT,Not worked,Low Significance,IRFM,138.8956894,-32.0758315
2035,10830,Cu,Cu,OCCURRENCE,Not worked,Low Significance,VEIN,138.7746014,-32.0771115
2036,923,"FELD, BRL",FELD,DEPOSIT,Abandoned,Low Significance,PEGM,140.3288152,-32.0817625
2037,8126,"LMST, CALI",LMST,PROSPECT,Seasonal,Low Significance,LMST,133.6739051,-32.0825803
2038,922,"FELD, BRL",FELD,OCCURRENCE,Abandoned,Low Significance,PEGM,140.3517132,-32.0832615
2039,903,"FELD, BRL, U",FELD,OCCURRENCE,Abandoned,Low Significance,PEGM,140.1697752,-32.0833725
2040,10577,Cu,Cu,OCCURRENCE,Not worked,Low Significance,MTHH,138.6536964,-31.8414265
2041,6528,"Pb, Mn",Pb,OCCURRENCE,Not worked,Low Significance,MNOR,139.1192144,-31.8415875
2042,1021,CHI,CHI,OCCURRENCE,Not worked,Low Significance,SCHT,140.2593502,-31.8443315
2043,6551,Cu,Cu,OCCURRENCE,Not worked,Low Significance,VEIN,138.6594064,-31.8454095
2044,10568,Cu,Cu,OCCURRENCE,Not worked,Low Significance,MTHH,138.6475624,-31.8458225
2045,6486,BAR,BAR,OCCURRENCE,Not worked,Low Significance,QBAU,138.3708665,-31.8459024
2046,10005,MSLT,MSLT,OCCURRENCE,Seasonal,Low Significance,MSLT,137.4108256,-31.9896544
2047,6365,PHOS,PHOS,OCCURRENCE,Abandoned,Low Significance,GUAN,138.7952174,-31.9897965
2048,949,FELD,FELD,OCCURRENCE,Abandoned,Low Significance,PEGM,140.2166522,-31.9913825
2049,10661,"Zn, Ag, Pb",Zn,DEPOSIT,Active Mine,Locally Significant,MTHH,141.435304,-31.9917906
2050,11175,COAL,COAL,OCCURRENCE,Not worked,Low Significance,LIGN,137.9851645,-31.9920604
2051,10208,LSND,LSND,OCCURRENCE,Not worked,Low Significance,CBRK,132.4315473,-31.9927373
2052,3228,Cu,Cu,OCCURRENCE,Abandoned,Low Significance,VEIN,138.6367454,-31.8846725
2053,11103,LMST,LMST,OCCURRENCE,Not worked,Low Significance,LMST,138.3163975,-32.0205964
2054,11382,Au,Au,OCCURRENCE,Abandoned,Low Significance,GRVL,139.2958803,-32.0224995
2055,6101,"Cu, Ag",Cu,OCCURRENCE,Not worked,Low Significance,VEIN,138.0727305,-32.0234174
2056,980,GRPH,GRPH,OCCURRENCE,Not worked,Low Significance,CASI,139.9079182,-32.0235615
2057,10504,"Th, U",Th,OCCURRENCE,Not worked,Low Significance,ADML,139.8070032,-32.0238245
2058,1010,"Au, Ag, QZ",Au,DEPOSIT,Care/ Maintenance,Locally Significant,VEIN,139.5302093,-32.0245265
2059,9411,Au,Au,OCCURRENCE,Abandoned,Low Significance,VEIN,139.5160273,-32.0246865
2060,8876,Cu,Cu,OCCURRENCE,Not worked,Low Significance,VEIN,140.2538332,-32.0248685
2061,6262,Mn,Mn,OCCURRENCE,Not worked,Low Significance,MNOR,138.4011924,-32.0259804
2062,979,"Cu, WOLL",Cu,OCCURRENCE,Abandoned,Low Significance,MTHH,139.8387692,-32.0507315
2063,6658,SDST,SDST,OCCURRENCE,Abandoned,Low Significance,SDST,137.4034386,-32.0512094
2064,1051,WOLL,WOLL,OCCURRENCE,Not worked,Low Significance,MTHH,139.8379172,-32.0512345
2065,10663,"Zn, Ag, Pb",Zn,DEPOSIT,Active Mine,Locally Significant,MTHH,141.327651,-32.0529206
2066,975,"Cu, Co, Ni, WOLL",Cu,OCCURRENCE,Abandoned,Low Significance,GOSS,139.8380442,-32.0536205
2067,6222,CLAY,CLAY,PROSPECT,Abandoned,Low Significance,REGO,138.1461775,-32.0542174
2068,10821,WOLL,WOLL,OCCURRENCE,Not worked,Low Significance,MTHH,139.8447242,-32.0543045
2069,6020,Mn,Mn,OCCURRENCE,Abandoned,Low Significance,MNOR,138.3835514,-32.0544734
2070,1041,"U, U3O8",U,DEPOSIT,Not worked,Locally Significant,SAND,139.9493353,-31.4707135
2071,6549,"Pb, Ag",Pb,OCCURRENCE,Abandoned,Low Significance,VEIN,138.6171124,-31.4729964
2072,9846,"Cu, Au, Zn",Cu,OCCURRENCE,Not worked,Low Significance,SKRN,140.4462702,-31.4742785
2073,8960,"Zn, Cu",Zn,OCCURRENCE,Not worked,Low Significance,SHLE,140.6317002,-31.4895625
2074,11806,HMIN,HMIN,OCCURRENCE,Not worked,Low Significance,SAND,132.9776082,-31.4912793
2075,11437,"Cu, Au",Cu,OCCURRENCE,Not worked,Low Significance,MTHH,140.4379522,-31.4960915
2076,9197,MSLT,MSLT,OCCURRENCE,Abandoned,Low Significance,MSED,138.4189375,-31.4999464
2077,11439,"Cu, Co",Cu,OCCURRENCE,Not worked,Low Significance,MTHH,140.3789062,-31.5046445
2078,6391,Mn,Mn,PROSPECT,Not worked,Low Significance,MNOR,139.2192784,-31.5100885
2079,6467,Cu,Cu,OCCURRENCE,Not worked,Low Significance,VEIN,138.4019625,-31.5114814
2080,9410,Au,Au,OCCURRENCE,Not worked,Low Significance,ALLV,139.3305983,-31.9928975
2081,9121,Cu,Cu,OCCURRENCE,Not worked,Low Significance,GOSS,140.1197702,-31.9939045
2082,11661,Cu,Cu,OCCURRENCE,Not worked,Low Significance,REGO,138.4026654,-31.9943314
2083,6402,"Cu, Ni",Cu,OCCURRENCE,Not worked,Low Significance,VEIN,138.6328404,-31.9957975
2084,10914,"Au, Cu",Au,OCCURRENCE,Not worked,Low Significance,BREC,140.1596832,-31.9959955
2085,906,"FELD, BRL, U",FELD,OCCURRENCE,Abandoned,Low Significance,PEGM,140.1822822,-32.1068195
2086,8396,SAND,SAND,PROSPECT,Seasonal,Locally Significant,SAND,137.1582426,-32.1073914
2087,10829,Cu,Cu,OCCURRENCE,Not worked,Low Significance,REGO,138.7911164,-32.1078185
2088,6190,Cu,Cu,OCCURRENCE,Abandoned,Locally Significant,VEIN,138.7703174,-32.1080895
2089,941,"Cu, GRPH",Cu,OCCURRENCE,Abandoned,Low Significance,VEIN,140.2949472,-32.1083175
2090,6394,Cu,Cu,OCCURRENCE,Abandoned,Low Significance,VEIN,138.7705114,-32.1096725
2091,390,"GYPS, SALT",GYPS,DEPOSIT,Active Mine,Significant to Australia,GPSM,133.0826182,-32.0267563
2092,7844,BAR,BAR,PROSPECT,Care/ Maintenance,Low Significance,QBAU,138.7886004,-31.4009065
